outcode,avg_asking_price,avg_asking_price_1bed,avg_asking_price_2beds,avg_asking_price_3beds,avg_asking_price_4beds,avg_asking_price_5beds,days_on_market,Sales per month,Sale/List Ratio
AL1,617044,285602,442212,686515,1129565,1885938,181 days,55.36,71.26
AL10,396676,194913,284843,432369,568878,603824,176 days,41.59,54.92
AL2,642219,242913,398791,606785,835789,1067105,138 days,52.61,51.24
AL3,797264,226750,475773,675000,943071,1478864,178 days,36.4,71.76
AL4,749391,258330,411962,666963,995083,1280583,136 days,45.66,69.08
AL5,779548,279000,481729,785877,1203781,1583214,181 days,31.82,88.02
AL6,951465,140000,446790,856205,1014265,1591725,243 days,14.57,53.39
AL7,354577,191445,268443,473663,591212,825000,152 days,40.46,71.71
AL8,559859,245500,411925,557081,854167,977499,142 days,17.96,68.24
AL9,928237,230000,386448,630230,1120764,1804750,215 days,20.79,39.6
B1,249170,177039,264578,430926,473750,1500000,363 days,38.76,17.27
B10,247432,134436,159992,234167,264000,352500,219 days,5.89,46.51
B11,240753,95190,184643,248141,287150,377800,151 days,16.29,68.29
B12,232510,193452,267559,243133,313790,350000,331 days,16.86,12.9
B13,353095,122917,204604,322184,488273,633628,192 days,30,79.69
B14,290810,186892,198695,280831,403468,441429,117 days,43.33,107.1
B15,388035,162882,245982,454273,941000,1224500,247 days,38.38,19.3
B16,238722,168637,207812,301719,424712,542615,252 days,34.29,19.44
B17,462061,130350,254548,414846,646642,676939,165 days,40,52.27
B18,235983,191497,217768,260215,358750,316667,190 days,16.89,42.99
B19,261398,144250,203474,217727,268744,323317,221 days,5.84,27.91
B2,198645,174575,269667,-,-,-,250 days,2.4,20
B20,334880,72643,137848,282310,409543,502300,219 days,16.99,49.19
B21,248552,140450,194279,217068,291327,333317,216 days,9.58,63.77
B23,201428,90698,149395,230876,271716,236661,177 days,41.19,74.49
B24,273039,98413,178419,280686,317888,389990,149 days,33.83,71.43
B25,256626,107825,196714,228226,220000,400313,190 days,6.32,107.5
B26,241759,151213,191782,264775,360931,391667,216 days,30.97,82.06
B27,257046,102488,172358,256182,364964,390000,126 days,20.24,98.82
B28,358586,119167,235725,330456,460292,479166,138 days,31.3,96.53
B29,391863,101495,205750,270471,389694,477188,185 days,28.86,84.83
B3,281252,177644,322202,605995,-,-,326 days,19.05,16.91
B30,308374,156732,253565,330035,476538,468333,128 days,26.95,124.35
B31,272396,137818,173523,267473,434024,592000,109 days,70.18,86.27
B32,262944,119150,195929,269556,358747,570000,123 days,37.56,93.51
B33,256867,117500,209963,230308,345000,345000,161 days,16.02,117.44
B34,243701,90000,189993,251340,307000,469983,111 days,16.76,125.81
B35,189358,52000,132500,209291,251667,-,99 days,7.58,108
B36,330878,106158,195285,289909,442998,486050,146 days,28.15,111.68
B37,238848,101000,172361,222959,358929,514990,136 days,25.59,112.07
B38,333586,139983,223744,272331,523000,889667,112 days,30,65.18
B4,272319,205693,334990,436599,-,-,292 days,11.61,10.62
B42,233937,146806,173452,231414,411563,441650,278 days,14.46,94.03
B43,292075,104778,205688,292897,368710,403000,133 days,35.41,86.62
B44,214531,65000,161998,222048,273000,348333,132 days,28.18,134.68
B45,443974,81000,234056,300318,567995,1039375,135 days,37.78,81.76
B46,488110,138600,265154,322234,559032,734286,114 days,28.16,55.14
B47,426096,165000,271906,397478,579227,775000,133 days,12.86,98.25
B48,631624,210000,302495,463571,784286,982778,141 days,8.51,57.5
B49,488171,112527,266365,338056,644773,1292000,205 days,14.34,102.04
B5,217945,170539,261651,329523,391000,-,317 days,26.4,11.83
B50,400111,235000,214922,311920,524048,699200,119 days,17.65,70
B6,199663,150500,149999,205938,213750,329975,527 days,1.71,46.67
B60,421963,117464,229735,378838,596954,821667,129 days,43.26,87.63
B61,413566,189999,230471,335249,524042,619231,121 days,49.59,58.5
B62,405121,142500,274405,341457,489465,753333,117 days,42.05,57.32
B63,280430,119105,173605,270052,395753,568440,121 days,64.46,65.77
B64,265448,83750,190163,250289,429612,562500,123 days,22.68,64.52
B65,236848,126667,161657,238916,372960,425000,142 days,19.44,83.7
B66,235110,136500,184476,236250,323495,485000,171 days,13.51,33.77
B67,249095,110000,195748,255978,332500,396250,144 days,24.58,57.63
B68,270970,70000,197225,262437,379375,372000,135 days,25.78,88.79
B69,236157,89231,173107,243164,380882,525000,153 days,28.43,67.59
B7,380818,100000,151333,213333,260000,290000,239 days,1.38,54.55
B70,215646,124059,166336,240369,280000,450000,179 days,17.6,42.86
B71,252448,95875,169124,270262,341538,500000,150 days,31,52.9
B72,433512,115694,244277,430530,603838,656958,192 days,20.31,46.15
B73,394060,126479,223233,388891,530045,826123,227 days,36.08,50.92
B74,699883,147913,284619,430472,776234,1182272,172 days,54.07,67.42
B75,487628,112232,255671,396998,648876,896280,122 days,67.38,60.58
B76,411727,132857,221256,355909,545606,657273,149 days,49.93,47.18
B77,296115,104735,199161,267455,396796,452904,133 days,78.27,71.76
B78,442234,150000,247318,313037,518626,951923,141 days,40.64,59.69
B79,404970,130590,231051,308298,478413,690471,125 days,59.76,61.04
B8,215486,43333,174995,236153,281681,-,194 days,12.06,66.67
B80,419417,165623,253499,358333,627136,950000,126 days,11.67,61.22
B9,211444,145667,171268,213414,298738,324975,181 days,8.62,44.23
B90,364800,169759,238242,390482,563050,666053,141 days,89.57,74.35
B91,515375,210549,253505,449951,654711,1016528,158 days,69.49,52.19
B92,382235,114799,206435,354417,599497,988750,132 days,62.27,70.44
B93,675928,258217,334688,550325,820726,1154286,174 days,31.9,67.03
B94,882095,246650,362053,468000,930415,1663077,151 days,16.49,45.78
B95,867032,202375,259160,567611,1265381,1933750,173 days,12.31,66.2
B96,565050,153750,302500,504667,742727,1044286,136 days,11.03,84
B97,344815,135105,200499,320728,454233,538258,136 days,47.87,75.58
B98,300625,98000,231327,250896,403946,615000,134 days,35.37,107.59
BA1,704939,306528,461280,613063,989672,1459500,171 days,68.07,71.13
BA10,698103,-,343250,383263,621667,1396429,170 days,7.59,46.51
BA11,508811,191290,285681,384584,623467,803219,140 days,74.79,48.14
BA12,401819,116129,233567,367301,548675,896250,140 days,63.86,55.03
BA13,363275,98975,219500,295814,463788,556000,219 days,26.85,61.73
BA14,371684,144650,215968,317286,491440,619048,165 days,47.82,123.57
BA15,521940,281869,293423,503607,713947,962857,241 days,9.71,111.54
BA16,381877,130161,213103,317581,429456,549990,145 days,20.07,74.23
BA2,620522,244946,398925,523957,808112,1009238,137 days,110.36,77.78
BA20,342256,97375,195914,342375,469000,573333,171 days,12.28,77.14
BA21,299269,107143,194870,259385,448999,481722,128 days,42.89,88.52
BA22,480217,101875,238751,362899,592954,842775,150 days,37.2,48.39
BA3,494647,170190,270365,434933,588367,844074,128 days,71.02,61.06
BA4,467175,157492,251559,382090,540220,945176,168 days,33.39,60.96
BA5,592993,178272,246022,414822,738687,1161386,173 days,36.07,78.85
BA6,545110,121571,223711,357781,538757,838794,152 days,30.39,61.69
BA7,544056,296667,246421,370000,467750,2330000,195 days,5.38,48.57
BA8,496121,150000,265556,404300,481250,775000,141 days,14.04,27.27
BA9,440980,100064,273600,320566,655197,637429,154 days,21.23,64.22
BB1,233105,94158,143196,201430,340900,646111,130 days,55.15,76.57
BB10,240210,78999,130709,198833,388470,375700,122 days,57.3,78.54
BB11,159325,53571,82556,144711,303488,275825,149 days,33.42,87.95
BB12,243685,63740,127857,220818,372523,680222,101 days,66.24,100.9
BB18,265035,177488,154884,200516,402226,551658,144 days,32.5,62.18
BB2,252037,69749,128261,218233,361397,531044,153 days,71.57,67.67
BB3,253014,168167,113131,205000,364904,507517,112 days,88.93,70.18
BB4,352419,119521,178204,299608,470378,604117,154 days,79.48,58.82
BB5,179448,91623,118812,186806,325931,190000,112 days,77.68,103.79
BB6,251624,79900,140705,256540,354599,549994,128 days,32.58,53.96
BB7,428939,155287,196235,290549,619595,695538,160 days,64.69,56.81
BB8,260689,117114,135493,240869,459385,434979,161 days,38.76,52.4
BB9,227384,102488,117377,215536,313222,594240,133 days,53.68,74.37
BD1,63434,55344,75874,-,178000,-,331 days,9.97,27.27
BD10,286609,124983,183806,258418,399285,511250,122 days,51.39,73.21
BD11,354208,103315,176043,286872,429014,510124,128 days,16.17,120.29
BD12,235864,68113,132496,222594,368852,367843,110 days,26.18,103.12
BD13,255866,89695,152393,234931,336739,382688,135 days,49.56,76.23
BD14,250670,69750,139444,250255,327500,308317,132 days,9.77,120.93
BD15,285653,80000,158272,251382,419714,472000,147 days,18.78,84.78
BD16,293348,116264,178010,272111,442603,681534,163 days,45.64,54.84
BD17,335109,90882,196081,304551,497022,577500,170 days,31.06,60.8
BD18,275024,169990,171205,226203,334474,390488,132 days,25,111.82
BD19,311738,136414,162239,280323,404525,570413,134 days,32.91,86.39
BD2,216730,97143,160351,199386,269885,468333,112 days,36.96,98.55
BD20,341906,119685,202444,290344,452710,562939,152 days,72.83,58.27
BD21,192137,49605,126217,199238,297495,361000,173 days,14.74,80
BD22,324463,140589,185244,240053,435915,605778,107 days,52.99,84.66
BD23,458627,167283,231499,360608,593690,792809,155 days,87.68,36.87
BD24,384744,182480,243691,396608,493077,975000,180 days,10.33,46.77
BD3,123967,49300,90000,122500,169583,227500,124 days,7.26,126.67
BD4,231038,100000,151305,184927,338848,503000,131 days,26.34,110.43
BD5,243851,-,100666,160210,206857,235000,198 days,7.12,89.36
BD6,192274,86192,141199,194675,301519,308325,87 days,46.55,91.85
BD7,188373,112993,131308,183227,232497,185667,136 days,18.97,84.88
BD8,173676,48667,111888,189900,265889,290000,94 days,10.85,94.12
BD9,267024,111104,131900,204676,318867,337727,217 days,10.37,64
BH1,315130,157006,271735,417237,545263,1600000,199 days,56.23,38.87
BH10,357343,134660,266677,386422,503883,565000,141 days,36.6,63.37
BH11,370309,190833,311733,370793,497930,587500,113 days,39.29,56.76
BH12,361005,139132,272051,375644,490460,679231,117 days,72.56,71.02
BH13,1227209,252867,450892,955045,1847152,2898971,214 days,55.23,32.74
BH14,909558,178431,356803,682702,1277784,2524302,147 days,103.67,36.42
BH15,372952,170364,284928,415658,606847,1197667,176 days,73.47,56.84
BH16,530367,171225,246759,409718,883830,907813,134 days,29.78,75.19
BH17,352698,188431,301474,362141,475321,482488,102 days,26.18,128.09
BH18,626338,272500,421294,498572,670854,1042333,149 days,25.17,60.8
BH19,502499,209321,284893,549081,827102,1145761,194 days,60.62,26.28
BH2,305243,157699,284621,521517,692083,1375000,203 days,47.88,23.46
BH20,631379,139495,317862,468299,755098,1062304,222 days,24.32,77.22
BH21,618283,230113,343812,516023,734374,1065437,146 days,171.78,31.94
BH22,466936,107466,288481,495901,733584,829324,193 days,84.56,36.03
BH23,541104,181032,347682,514874,777949,1015330,203 days,135.81,39.06
BH24,663688,150257,224397,582050,857464,1268727,248 days,55.04,32.75
BH25,470065,171372,284554,477731,780503,847920,201 days,75.22,46.03
BH3,632229,166650,297494,591875,788438,1158333,162 days,10.37,62.5
BH31,468378,223833,285179,487219,544199,757192,182 days,21.59,69.47
BH4,466097,163483,320762,448252,904667,1538889,144 days,44.38,40.38
BH5,334382,163460,288817,572955,679000,821250,155 days,38.32,54.04
BH6,524375,186116,319269,556625,824222,1282500,163 days,51.72,49.47
BH7,470164,139100,255928,482498,587286,773500,198 days,18.18,63.33
BH8,420425,137884,263584,447933,634627,1007071,128 days,55.08,59.15
BH9,381242,159363,252237,388834,525287,554375,102 days,57.35,78.97
BL0,371442,155925,224960,310353,515230,682767,125 days,36.48,67.76
BL1,304932,83418,158636,264645,475035,593395,186 days,58.06,70.28
BL2,276725,164039,202379,264722,392138,457995,142 days,52.82,74.8
BL3,248600,115167,161361,247389,368192,418374,149 days,40.47,78.61
BL4,217516,75000,145661,226333,302494,537500,101 days,29.11,124.49
BL5,357751,130200,204689,266808,439868,707656,153 days,46.27,68.64
BL6,362038,113489,190681,268420,479481,804732,123 days,76.83,58.1
BL7,414506,121667,224760,338720,591567,680995,187 days,23.42,66.44
BL8,360310,98725,219965,306879,464369,582217,119 days,60.25,83.68
BL9,321481,152500,200891,288410,470539,465619,145 days,51.52,72.69
BN1,527398,261063,406538,594122,787404,989792,146 days,167.67,74.51
BN10,386271,188095,279655,404177,484174,577474,137 days,43.36,75.76
BN11,363165,185609,328661,515344,625200,815000,141 days,90.21,71.93
BN12,491321,233148,398214,522105,737750,1139000,140 days,54.43,63.78
BN13,475189,184996,320935,441208,663054,656818,116 days,66.72,62.4
BN14,458952,149498,319866,481586,626175,775000,124 days,62.9,78.08
BN15,368134,151647,304402,419450,537429,622723,155 days,54.97,52.46
BN16,633915,153824,337845,477713,792786,1412045,153 days,87.65,56.15
BN17,330134,142935,277970,345138,489596,489846,143 days,81.82,45.13
BN18,543012,200582,375140,454868,709027,904952,167 days,57.66,31.78
BN2,522938,245164,395689,530148,763235,827241,165 days,185.82,58.61
BN20,541385,154495,335690,527185,752620,1009000,165 days,55.82,44.63
BN21,345769,182010,259096,377316,579441,638056,160 days,83.62,49.33
BN22,332285,121407,266223,355751,413913,621250,113 days,79.91,65.45
BN23,330057,170483,278213,362903,451377,565296,142 days,67.61,46.25
BN24,368787,168900,224184,339873,641049,777500,160 days,37.69,32.84
BN25,450307,167580,334096,448701,655377,772308,160 days,68.62,47.54
BN26,570983,114989,314334,483900,683933,927500,128 days,28.59,68.85
BN27,491803,182079,287299,401317,566639,841852,136 days,75.44,48.54
BN3,584781,271639,438169,663212,964909,1534033,128 days,235.31,
BN41,372972,211538,337623,411742,528663,491667,102 days,27.06,
BN42,598433,235000,348490,496040,732136,650000,131 days,10.99,143.75
BN43,479566,202203,344855,500902,725116,740385,126 days,52.62,85.97
BN44,619428,130625,382061,522727,780693,1077778,146 days,25.89,45.24
BN5,741944,150000,294302,595798,766798,1520750,151 days,18.28,65.22
BN6,640952,239579,376744,597299,793406,1123000,129 days,47.91,56.31
BN7,628352,246162,397926,561264,874131,1470000,164 days,49.39,43.7
BN8,770638,220313,401879,566171,804613,1289072,143 days,42.17,38.31
BN9,322950,197564,231242,344924,468325,514993,120 days,37.5,57.33
BR1,604617,248285,413310,558263,912973,1170978,152 days,85.07,60.32
BR2,710299,254272,439285,642120,924823,1269219,163 days,79.88,53.92
BR3,616625,271253,452628,693122,902114,1312630,121 days,83.8,82.25
BR4,592903,165174,341620,695769,821248,946357,194 days,17.78,78.26
BR5,604368,258182,384366,561765,832313,995333,167 days,42.75,73.53
BR6,917650,277394,389643,634896,828780,1740686,198 days,60.76,54.11
BR7,973550,306077,507794,721167,1146163,1609524,155 days,28.84,60.4
BR8,454730,246804,359470,443468,677205,752499,140 days,33.86,56.33
BS1,398047,240733,408332,640577,593750,1124998,184 days,26.9,60.61
BS10,410919,172083,261057,399858,525271,748125,86 days,58.95,78.7
BS11,330719,148070,251207,315542,534286,603333,109 days,20.92,115.79
BS13,316800,164438,243729,311485,410769,512500,102 days,36.18,107.32
BS14,347743,148091,252764,339584,485953,653000,97 days,56.91,68.48
BS15,327378,165224,254896,337841,488286,630833,84 days,78.57,117.27
BS16,392147,174826,279870,389930,552550,684000,104 days,121.15,98.81
BS2,334620,198632,318000,430769,531250,-,113 days,27.61,87.5
BS20,439248,188587,316267,426187,636955,918077,137 days,67.66,86.73
BS21,496329,222925,290609,458721,740636,1055934,157 days,38.03,71.86
BS22,349248,158385,245623,332479,447332,572615,138 days,65.87,76.24
BS23,286655,137086,209296,315604,452602,507723,171 days,63.33,66.2
BS24,373020,120832,242128,333957,478578,723817,127 days,70.87,60
BS25,556611,89988,243986,465167,641232,673500,153 days,18.82,40.62
BS26,633052,135000,259800,440632,621423,1082778,118 days,18.81,28.38
BS27,414686,125000,213922,390084,510485,710000,170 days,19.41,44.55
BS28,746709,375000,358375,585962,701247,1097629,226 days,8.5,29.69
BS29,434590,-,278125,334998,499630,501825,158 days,13.48,38.03
BS3,362765,223512,330340,457773,585333,500000,123 days,51.46,140.28
BS30,517585,201000,308824,413749,587317,949333,101 days,43.37,84.25
BS31,526466,161000,283748,422630,689091,1006563,121 days,34.96,82.27
BS32,465399,176249,243432,378781,652809,1650000,144 days,18.75,148.89
BS34,353369,192500,268436,352855,512794,699500,128 days,38.67,124.85
BS35,467276,232135,283518,404640,557905,660660,125 days,51.36,54.21
BS36,536263,-,353744,408746,582755,797000,82 days,27.44,110.67
BS37,470376,213376,281312,362802,527863,905624,118 days,63.56,96.4
BS39,593644,-,301138,372991,573921,923821,142 days,25.35,72.5
BS4,350152,209511,297098,376209,522143,542308,91 days,78.79,93.31
BS40,828506,219000,308709,518034,721341,1136000,140 days,27.43,62.5
BS41,653905,145000,225000,414545,863746,944000,113 days,8.5,96.88
BS48,546150,191627,293794,428820,608707,1030990,138 days,49.35,57.71
BS49,530743,167475,270245,420201,564425,647057,146 days,29.79,46.21
BS5,349060,190821,304666,368785,503214,463333,85 days,62.47,158.76
BS6,575841,263962,407035,607701,692188,1027500,107 days,41.78,165.1
BS7,472279,203963,324038,461429,637433,801363,70 days,49.71,183.62
BS8,654994,264438,465123,791162,909583,1141429,117 days,51.54,87.06
BS9,625861,177882,361901,599410,759635,1278077,134 days,34.48,112.34
CA1,197523,80000,135814,184968,261370,315619,102 days,27.65,146.81
CA10,507475,152500,236747,360738,506041,867469,147 days,34.9,45.61
CA11,428965,175602,207148,336711,489548,662157,149 days,49.93,53.63
CA12,514401,275000,319697,519138,755000,756429,184 days,19.89,42.62
CA13,341263,149174,142925,286448,500929,584227,175 days,26.06,80.92
CA14,239576,84570,115216,195257,375559,363632,130 days,42.92,
CA15,229103,86250,130994,208925,279998,304999,108 days,25.83,96.77
CA16,432640,150000,133707,297929,520380,722500,176 days,16.19,32.63
CA17,429688,70000,268636,365600,392694,621429,197 days,10.51,31.88
CA2,189820,87325,141798,180200,306720,359988,115 days,38.35,125.85
CA20,274237,110000,193425,215563,361050,495000,124 days,7.5,48.39
CA22,256361,-,133874,217526,263111,434575,158 days,7.59,95
CA25,228912,60000,97121,129486,362143,400000,252 days,2.98,76
CA26,220094,86975,110000,137056,341333,450000,128 days,5.86,96
CA27,283629,100000,182619,321491,322717,-,189 days,4.13,30.77
CA28,224248,80817,118432,203767,322093,354990,148 days,28.99,108.39
CA3,262387,78083,173983,248480,377232,489988,131 days,17.18,106.67
CA4,597998,185000,183155,408830,547916,599091,157 days,17.2,72.22
CA5,401450,142500,223177,308037,454300,578883,146 days,16.64,46.91
CA6,357058,95000,147634,292861,452331,628333,131 days,20.84,36.26
CA7,274889,65000,126527,278107,376025,744612,172 days,49.36,43.82
CA8,546439,147500,167254,475770,540952,1164091,159 days,16.23,72.09
CA9,231363,112500,140409,245842,325000,50000,412 days,2.69,27.03
CB1,516325,272080,443194,577293,812495,1166658,114 days,58.42,86.94
CB10,686864,240833,333833,445072,734731,1097713,133 days,46.24,33.17
CB11,734867,220333,378042,555165,803779,1094091,147 days,41.02,45.77
CB2,717021,304205,437224,784813,1079286,1869000,135 days,23.33,86.67
CB21,641026,265625,337219,488952,693068,1009706,107 days,43.46,57.42
CB22,677497,215416,286995,532540,698684,1025714,128 days,36.8,76.43
CB23,532363,162033,255053,461104,619410,834074,143 days,54.76,70.11
CB24,448868,163372,268088,429120,597186,736428,123 days,69.27,82.04
CB25,467873,108000,239427,432661,656993,892000,140 days,48.86,45.18
CB3,728774,291057,350764,660990,763350,1018628,95 days,47.05,26.85
CB4,464302,201429,352320,501906,675000,878333,158 days,36.08,88.42
CB5,568201,301863,423154,570850,567143,1011379,114 days,21.58,71.95
CB6,383818,137417,224823,329129,489165,642824,133 days,81.65,49.72
CB7,394330,208022,230018,359932,529668,696663,135 days,66.89,48.17
CB8,494277,172916,280628,376342,564448,991160,138 days,65.22,68.33
CB9,414694,188595,236272,312620,542951,693708,149 days,43.69,76.5
CF10,212113,158626,228704,357684,538800,335000,287 days,31.67,30.36
CF11,290078,146860,240127,332604,392748,655272,204 days,45.74,64.63
CF14,469989,154994,242878,396288,601096,762569,152 days,92.57,71.64
CF15,436877,124988,246510,342993,580169,759086,165 days,27.45,59.6
CF23,470604,156971,263842,360170,587738,932268,186 days,37.58,76.82
CF24,273653,153657,199570,296281,359086,438682,143 days,59.37,70.67
CF3,357588,110996,219266,282989,446172,726923,168 days,59.29,58.43
CF31,283360,116667,170375,233659,391515,486421,164 days,39.7,89.4
CF32,329545,-,179689,230374,416450,624959,157 days,36.88,81.87
CF33,255363,84975,163773,226495,367995,405000,82 days,17.93,108.16
CF34,196806,-,91291,184602,265434,414983,129 days,23.95,74.76
CF35,372944,80000,210132,268639,456160,525461,127 days,28.11,89.08
CF36,406153,216723,260371,364660,513648,805282,154 days,31.95,67.07
CF37,200450,89849,152510,191960,280906,399571,142 days,56.2,63.53
CF38,299246,112500,192083,255963,403080,402492,108 days,43.06,
CF39,200533,75000,144829,168378,328990,481666,138 days,40,53.26
CF40,141842,105000,103188,142146,208986,250488,204 days,18.97,62.79
CF41,146782,-,106512,125785,295389,380000,181 days,13.59,36.59
CF42,156225,64500,113595,135031,348798,499950,133 days,25.26,58.93
CF43,105286,37500,93127,111228,179980,-,170 days,17.82,42.57
CF44,236544,64665,133333,213268,314719,438176,180 days,41.17,74.49
CF45,152997,90000,116042,133463,303892,403333,153 days,26.67,61.03
CF46,297907,-,132755,200569,441993,656875,133 days,24.36,68.52
CF47,207613,-,131240,175384,297372,372000,120 days,28.75,61.74
CF48,243551,88125,136950,195963,350106,593495,126 days,40.24,40.24
CF5,395249,139256,229291,300807,544539,735378,165 days,81.82,68.44
CF61,380020,265000,291393,328568,465959,519863,212 days,16.13,32.46
CF62,361305,143600,220894,299755,460636,630520,146 days,76.85,67.65
CF63,233758,123606,167793,230628,364753,405999,134 days,34.48,77.92
CF64,483634,139612,270546,408112,631777,947047,162 days,92.41,44.89
CF71,634186,371633,375865,437650,578614,974419,234 days,19.1,38.93
CF72,342133,162500,224746,290024,429684,621647,163 days,48.59,42.42
CF81,172193,50000,138540,171270,175909,502475,97 days,28.76,54.84
CF82,258177,75000,206568,242121,329995,312500,109 days,31.65,73.91
CF83,327344,78998,190321,252934,465062,716500,117 days,71.28,89.21
CH1,302033,133246,224221,350664,534162,639063,208 days,44.42,58.44
CH2,404527,134069,202785,334295,537140,649524,143 days,53.5,78.04
CH3,479971,181361,286129,369092,559274,956244,182 days,63.46,59.22
CH4,400581,155000,249679,292273,570091,722232,135 days,65.78,55.07
CH41,139888,83782,95454,166498,192439,-,238 days,14.12,62.5
CH42,205423,85750,94097,166179,284343,367727,159 days,33.77,64.25
CH43,346500,85018,166314,260315,437949,686591,131 days,58.85,58.37
CH44,178790,49975,129834,164599,232599,283000,128 days,43.12,72.28
CH45,259267,87900,168665,262939,302981,351571,115 days,60.78,55.79
CH46,237764,106667,176058,229431,344650,371998,115 days,40.96,59.87
CH47,441422,120800,244146,396061,518718,715357,141 days,29.57,37.41
CH48,611234,198933,300540,411842,661845,1118300,156 days,40,44.23
CH49,269408,75000,199237,260666,359071,735000,117 days,35.38,97.83
CH5,274342,112571,181201,252500,358823,536818,152 days,47.96,67.9
CH6,251548,-,157458,195999,342394,440000,146 days,16.23,77.22
CH60,565233,171500,340201,483272,712691,873478,149 days,48.72,37.19
CH61,351032,-,239467,304709,486199,423333,114 days,41.32,72.61
CH62,294084,88200,181155,251565,373672,616875,135 days,37.11,80.84
CH63,373238,106250,204881,281947,445604,769500,128 days,50.62,50
CH64,451579,179994,298124,351526,540335,948158,150 days,49.4,42.51
CH65,189987,75000,111360,193396,239573,435000,137 days,32.19,91.84
CH66,304256,135000,175694,228464,398316,445300,124 days,62.66,58.69
CH7,354417,110833,201952,296779,426490,633306,138 days,100.43,49.13
CH8,313768,123429,144181,248874,477455,503331,159 days,44.91,38.66
CM0,416825,206559,229772,397263,564177,754375,155 days,54,39.78
CM1,442114,225440,281263,467096,661978,1012884,157 days,96.69,63.64
CM11,707568,292909,360730,543092,864545,1147458,188 days,31.28,46.43
CM12,674119,249615,380500,538701,833729,1321944,125 days,43.2,65
CM13,801382,225588,411688,579495,906882,1902138,188 days,42.93,44.61
CM14,540042,229555,394069,636676,915224,1129043,182 days,73.68,32.66
CM15,683796,233610,372945,576443,885158,1297615,178 days,59.66,35.88
CM16,804547,303000,467309,631156,917215,1679536,178 days,40.96,58.02
CM17,494323,203750,361437,483705,641933,790882,123 days,61.71,59.68
CM18,393849,161882,302308,375788,529688,752486,92 days,35.87,78.18
CM19,570440,197500,276106,437477,883634,1059545,153 days,21.76,81.08
CM2,437959,189158,284446,472295,666982,909347,151 days,100.13,58.93
CM20,391000,177607,267211,403461,653750,651667,117 days,35.38,79.71
CM21,541413,196196,321190,511186,721592,1140455,124 days,32.66,66.67
CM22,683960,259993,334310,503884,668733,979115,141 days,47.02,39.37
CM23,501328,245832,314533,480230,667362,928181,157 days,77.01,54.09
CM24,634663,238999,341071,467441,694118,898214,130 days,18,73.08
CM3,649518,172297,381122,520479,721402,1019545,158 days,109.37,45.31
CM4,1037870,210000,536429,706585,1086114,1511471,164 days,26.89,47.62
CM5,719106,241155,378691,636475,963000,1230556,153 days,25.49,40
CM6,673317,228902,363718,503266,709047,991908,155 days,83.03,45.45
CM7,444087,168151,250027,391215,603945,759325,142 days,108.59,52.92
CM77,560071,212500,301625,435408,656388,739037,117 days,35.9,55.71
CM8,572508,191376,280569,440273,668931,866648,147 days,52.24,58.2
CM9,495397,202291,301436,406484,633511,835927,155 days,64.65,49.4
CO1,267676,135519,223173,306724,430227,437500,137 days,34.16,82.05
CO10,474979,219998,267603,381962,574555,784358,142 days,111.97,52.08
CO11,478600,190833,234667,411332,622554,869737,146 days,43.56,52.83
CO12,322006,105358,194184,282336,412196,440000,146 days,62.05,39.4
CO13,389739,196245,316793,401383,529880,744999,178 days,63.37,32.18
CO14,293308,148332,250566,320866,505652,625445,199 days,28.49,30.69
CO15,277298,108154,210652,290293,396440,412322,194 days,117.22,41.56
CO16,350569,685618,194525,331449,458890,691724,173 days,99.36,31.41
CO2,327103,136477,225483,360333,512453,583000,188 days,47.71,61.54
CO3,439246,143155,252559,385690,566944,808889,141 days,54.04,63.39
CO4,409301,154227,233812,375084,564687,783889,149 days,64.23,67.4
CO5,493735,183333,266307,423869,627705,947219,172 days,88.6,37.6
CO6,584787,116818,304564,432978,622356,974390,148 days,68.92,39.12
CO7,524614,169375,251846,423984,566967,1023685,160 days,89.25,38.24
CO8,635041,-,447498,451429,657500,768750,120 days,6,66.67
CO9,501459,173421,249851,398236,604209,699000,161 days,66.89,41.78
CR0,407560,233323,330260,454128,643128,899217,176 days,240.85,39.84
CR2,506445,239854,349661,546636,754937,878000,172 days,77.27,63.21
CR3,649574,206131,306494,549098,879354,1634633,185 days,53.51,51.52
CR4,426348,257820,351843,521988,602083,747222,120 days,81.75,59.33
CR5,752771,212530,364987,573405,842237,1141729,117 days,47.44,89.19
CR6,568754,262995,383699,613250,736198,1416250,224 days,16.74,47.2
CR7,397254,224999,298899,460508,552407,643333,177 days,51.86,37.58
CR8,616658,229028,355555,559226,853550,1036359,142 days,72.46,47.81
CT1,336183,151489,272554,375780,542765,617500,219 days,44.11,40.99
CT10,527102,217994,347613,471303,642345,848795,196 days,83.57,27.29
CT11,348496,173582,237049,344588,450549,590529,169 days,80.77,33.19
CT12,380970,183750,257422,348721,510819,681332,172 days,60.17,26.38
CT13,479553,167500,289917,412530,610868,1254167,177 days,20.85,43.9
CT14,432140,200276,319601,395887,580502,712889,156 days,98.65,42.3
CT15,545704,199950,277040,427354,638899,880938,168 days,36.96,29.47
CT16,329758,152348,219726,324269,470912,560714,212 days,33.4,40.68
CT17,268845,90233,190947,274641,420962,476421,265 days,22.19,55.61
CT18,469840,178333,281991,435073,570375,778278,161 days,39.69,41.31
CT19,319855,134195,216744,317082,435393,599231,150 days,35.8,73.74
