outcode,Managers,Professionals,Assosiates,Administrative,Skilled Trades,Caring and Leisure,Sales and customer Service,Process Plant & Machine,Elementry
AL1,4350,7286,3598,1609,1145,1203,1065,611,1237
AL10,1858,3125,2058,1537,1626,2012,2110,1371,3355
AL2,2326,2916,1793,1239,1095,1031,781,576,812
AL3,3055,4255,2168,1150,920,939,600,401,722
AL4,2558,3722,2091,1163,883,884,631,412,734
AL5,3540,4868,2342,1097,646,667,500,253,513
AL6,1724,1876,1121,717,505,405,335,192,311
AL7,2256,3885,2784,1943,1880,1710,1391,1091,1685
AL8,1020,1612,888,564,459,436,361,213,335
AL9,1161,1174,709,589,391,319,280,210,308
B1,959,3020,1313,661,367,424,511,207,814
B10,503,1213,683,715,749,1023,1207,1297,1879
B11,1044,1994,1258,1328,1397,1687,1811,2160,2703
B12,517,1464,844,620,450,874,647,741,1296
B13,1955,5091,2212,1419,1048,1254,1129,930,1404
B14,1807,4125,2328,1732,1870,1864,1392,1256,1916
B15,1271,3673,1187,691,320,612,585,254,866
B16,1057,3061,1355,819,632,1010,801,779,1648
B17,1747,5444,1621,975,543,769,610,460,900
B18,402,1215,692,594,479,822,590,751,1348
B19,405,927,657,547,620,1041,733,850,1867
B2,43,157,66,40,7,7,23,12,41
B20,1266,2900,1583,1466,1042,1565,1314,1479,2417
B21,511,985,693,773,846,1099,853,1273,2133
B22,9,40,10,10,12,11,3,4,11
B23,1661,3317,2348,1902,1885,2459,1821,2381,3779
B24,1106,2131,1431,1249,1192,1335,1079,1263,1735
B25,499,850,581,609,594,737,689,849,1087
B26,1471,2633,1901,1875,1869,1724,1396,1588,1925
B27,993,1945,1307,1155,1133,1275,1070,1144,1551
B28,1311,3206,1589,1317,971,1086,1175,955,1160
B29,1398,4655,2073,1382,1129,1794,1333,914,1880
B3,142,466,194,68,30,35,62,30,71
B30,1472,4164,2003,1269,1032,1331,863,757,1119
B31,2220,4970,3013,2647,2661,3047,1925,1802,2762
B32,1244,3049,1725,1464,1436,1910,1079,1153,1871
B33,785,1613,1125,1229,1274,1617,1200,1682,2223
B34,543,1015,732,832,821,943,717,970,1229
B35,191,297,277,334,319,475,378,442,601
B36,1314,2148,1606,1606,1541,1725,1372,1666,2041
B37,1166,1805,1507,1534,1569,1742,1284,1567,2242
B38,758,1413,874,736,729,861,549,516,816
B4,135,452,223,147,87,139,325,67,370
B42,1073,2273,1593,1497,1182,1265,1026,1199,1610
B43,1499,2655,1941,1717,1502,1328,1134,1253,1366
B44,1013,1719,1364,1398,1755,1822,1223,1461,2150
B45,1910,2949,1779,1418,1532,1478,989,935,1343
B46,1147,1290,984,887,839,543,402,501,607
B47,817,1198,663,540,547,337,263,207,260
B48,482,735,367,238,240,159,127,78,136
B49,1085,1153,766,577,697,454,444,272,502
B5,325,1022,462,254,178,328,231,195,499
B50,628,734,494,355,462,242,291,191,301
B6,299,628,438,409,473,601,530,789,1254
B60,2484,3760,2147,1476,1568,1230,881,707,1073
B61,1697,2462,1474,1176,1404,1150,705,650,1026
B62,1684,2685,1778,1452,1330,1050,916,845,950
B63,1740,2999,2207,1911,2003,1553,1378,1203,1660
B64,793,1273,1010,822,1083,899,762,922,1067
B65,966,1428,1209,1243,1347,1245,1031,1244,1431
B66,655,1524,955,791,981,1272,1140,1535,2584
B67,881,1993,1259,1018,1048,1165,958,1171,1837
B68,1228,2150,1565,1358,1418,1418,1096,1422,1842
B69,1098,1763,1346,1166,1455,1361,1199,1623,1961
B7,95,246,169,127,158,310,212,323,670
B70,844,1493,1019,1160,1392,1401,1170,2094,2776
B71,1032,1693,1305,1360,1513,1445,1151,1763,2093
B72,1149,2005,928,623,383,328,281,183,320
B73,1579,2931,1388,950,745,594,548,380,580
B74,3017,4203,2111,1716,1152,926,810,558,787
B75,2006,3373,1715,1346,1034,929,696,546,891
B76,1332,2273,1242,1107,785,614,490,448,626
B77,3080,3504,3200,2996,3092,2448,2629,3008,4217
B78,1534,1853,1571,1273,1490,1111,982,1095,1642
B79,1577,1820,1354,1118,1229,980,922,1010,1568
B8,683,1650,923,1020,942,1446,1523,2135,2578
B80,588,771,521,396,460,348,291,282,414
B9,398,895,473,505,543,773,733,952,1371
B90,3795,6721,3597,2649,2074,1624,1522,1019,1628
B91,3130,5224,2196,1677,829,753,795,411,685
B92,2182,3728,2130,1762,1533,1176,1091,926,1091
B93,2192,2739,1226,833,437,477,390,182,355
B94,983,900,438,358,303,190,175,74,168
B95,747,671,394,290,294,181,190,120,210
B96,537,526,344,257,267,182,141,103,156
B97,2215,3206,2286,1741,2024,1556,1376,1586,1775
B98,2083,2941,2382,2141,2760,2102,2039,2933,3033
BA1,3929,7048,3478,1635,1691,1597,1364,570,1927
BA10,406,432,308,159,367,217,151,157,209
BA11,2634,3459,2454,1481,2330,1842,1187,1339,1739
BA12,2147,2186,2029,1315,1852,1386,1008,947,1505
BA13,1462,1656,1381,1078,1374,1214,817,890,1095
BA14,3175,4155,3229,2508,3016,2567,2043,2301,2776
BA15,1097,1863,913,501,535,452,309,211,383
BA16,809,922,739,512,940,715,660,441,808
BA2,4543,8285,4360,2703,2875,2788,2253,1344,3081
BA20,724,1194,804,655,924,785,624,569,798
BA21,1514,2526,1989,1615,2362,2118,1632,1510,2077
BA22,1369,1541,1748,1016,1305,791,574,508,725
BA3,2458,2883,2251,1856,2804,1984,1233,1486,1962
BA4,1221,1348,1005,786,1325,915,676,991,1095
BA5,1318,1672,1114,719,1086,786,664,500,752
BA6,863,1034,765,473,766,642,552,371,578
BA7,221,269,194,124,253,200,139,136,198
BA8,354,365,261,226,396,206,167,178,261
BA9,435,472,436,298,575,365,283,363,440
BB0,1,11,7,7,4,8,12,14,28
BB1,2667,5085,3085,3064,3004,3292,3222,3103,3353
BB10,1556,2631,1760,1515,1990,2035,1641,1780,2813
BB11,968,1359,1147,943,1340,1247,971,1137,1680
BB12,1959,2634,1958,1463,1915,1786,1228,1395,1658
BB18,996,1298,978,779,1325,860,673,862,890
BB2,2546,4253,2677,2447,2750,2927,2301,2522,3040
BB3,1735,2408,1908,1559,1966,1688,1251,1352,1546
BB4,2662,4049,2649,1669,2237,1959,1629,1377,1631
BB5,2413,3584,2906,2389,3433,3310,2524,3033,2992
BB6,1844,2545,1513,1039,1305,1112,765,723,858
BB7,1915,2498,1610,1023,1705,1174,692,783,1061
BB8,1238,1600,1263,882,1619,1258,922,1032,1234
BB9,1323,2166,1495,1247,2128,1830,1861,2522,2583
BD1,323,960,548,390,350,483,494,449,886
BD10,1736,2617,2058,1547,1633,1560,1123,1178,1405
BD11,1002,1235,982,778,780,500,493,401,536
BD12,896,1180,1057,983,1079,885,668,837,892
BD13,1909,2620,2026,1735,1955,1508,1090,1085,1265
BD14,369,661,438,454,409,412,338,294,421
BD15,780,1273,824,699,676,847,641,687,809
BD16,1841,3031,1872,1390,1228,997,832,662,919
BD17,1228,2033,1337,915,883,728,605,446,661
BD18,1229,2781,1792,1246,1099,1222,1033,893,1135
BD19,1372,1941,1482,1142,1290,936,836,802,1003
BD2,1027,1584,1371,1310,1422,1473,1385,1369,1530
BD20,2584,4073,2463,1799,2517,1838,1441,1193,1578
BD21,775,1248,945,863,1372,1494,1270,1520,1669
BD22,1399,2069,1421,1116,1657,1334,841,861,1084
BD23,2180,2924,1751,1131,2018,1138,964,807,1309
BD24,291,383,241,154,332,192,131,142,274
BD3,602,1219,800,803,1024,1121,1321,1510,1879
BD4,970,1376,1232,1211,1297,1500,1192,1582,2432
BD5,447,1042,754,771,861,1109,1092,1342,1873
BD6,1066,1785,1438,1519,1595,1695,1283,1340,1663
BD7,599,1303,793,924,948,1187,1224,1371,1879
BD8,651,1339,779,856,859,1181,1199,1462,1720
BD9,661,1674,818,821,655,1042,1068,1158,1135
BH1,1499,2721,1728,1036,1473,2095,1651,1169,2505
BH10,1333,1758,1307,1071,1511,1249,1089,673,1041
BH11,957,1289,1047,802,1248,1065,935,675,1108
BH12,2091,3179,2252,1688,2440,2249,1669,1358,1946
BH13,870,725,419,262,167,152,137,80,128
BH14,2098,2996,1712,927,940,833,692,432,671
BH15,1844,2963,2206,1596,2036,1757,1374,1253,1730
BH16,918,1140,881,692,1057,788,563,491,721
BH17,1284,1892,1520,1255,1462,1257,1010,861,1103
BH18,901,1091,704,545,448,353,275,156,254
BH19,673,650,501,397,663,553,329,251,471
BH2,609,1063,662,377,405,511,456,328,683
BH20,1249,1374,1452,877,1324,960,600,540,961
BH21,4163,5467,3523,2644,3146,2268,1781,1151,1862
BH22,1703,1893,1313,1192,1307,979,826,570,860
BH23,3541,4564,3057,2356,2683,2316,1981,1037,1877
BH24,2039,2304,1347,982,1180,956,693,438,751
BH25,1393,1538,1160,991,1410,1383,855,578,1047
BH3,589,750,421,275,280,317,259,151,232
BH31,43,59,41,30,25,20,17,10,15
BH4,579,1001,596,360,279,343,306,165,249
BH5,666,1180,730,407,521,684,401,326,589
BH6,1680,2766,1608,896,1108,1098,841,470,707
BH7,627,1180,613,388,348,442,282,164,308
BH8,1754,2732,1754,1112,1388,1583,1255,899,1303
BH9,1558,2574,1724,1136,1324,1444,1311,705,1189
BL0,1525,2378,1539,893,868,665,606,493,594
BL1,3273,5449,3419,2815,2533,2789,3193,2795,3700
BL11,9,17,15,6,7,15,19,4,25
BL2,2162,3146,2517,2053,2373,2325,1892,1754,2352
BL3,2269,3875,2629,2601,2383,2751,3152,3227,3847
BL4,1153,1668,1505,1459,1811,1793,1404,1578,2130
BL5,1781,2747,1984,1500,1538,1197,1079,1001,1169
BL6,1853,3073,2124,1435,1516,1216,1144,875,1234
BL7,1250,1753,1047,664,631,501,383,256,390
BL8,2430,3451,2387,1803,1643,1534,1205,931,1207
BL9,2323,3804,2636,2119,2048,2372,2256,2132,2667
BN1,6570,12564,8038,3208,3360,3591,3245,1345,3468
BN10,1121,1309,1198,877,1235,1085,786,659,870
BN11,2144,3736,2551,1538,1630,2187,1347,956,1661
BN12,1314,1894,1427,1037,1031,1116,753,527,820
BN13,1828,2651,2033,1511,1725,1608,1133,861,1260
BN14,2034,3162,2172,1571,1623,1597,1009,720,1124
BN15,1457,1890,1772,1262,1835,1532,1118,898,1196
BN16,1856,2106,1585,1245,1420,1328,942,614,1015
BN17,1716,1878,1707,1333,1986,2042,1306,1229,1931
BN18,1120,1104,945,587,872,678,442,345,582
BN2,5272,10506,6937,3128,3753,4368,3424,1774,4136
BN20,1621,2456,1408,972,998,1144,679,392,775
BN21,1169,2322,1288,844,1008,1510,791,501,1277
BN22,1390,2116,1572,1248,1761,2163,1329,1003,1746
BN23,1440,1760,1519,1282,1546,1727,1255,871,1447
BN24,593,712,533,413,519,401,338,207,273
BN25,1412,1901,1382,996,1201,1106,693,525,808
BN26,885,1082,816,640,821,722,439,309,478
BN27,2062,2136,1786,1425,2246,1695,1027,794,1409
BN3,7065,11940,7604,3212,2739,3285,2738,1502,2695
BN4,3986,5820,4116,2670,3366,2773,2208,1524,2289
BN41,87,121,123,68,79,73,61,45,86
BN42,22,32,21,16,19,13,11,12,10
BN43,174,305,201,147,127,98,95,60,102
BN44,44,46,43,20,31,27,14,17,27
BN5,774,653,538,306,427,313,192,166,236
BN6,1748,2367,1313,763,730,667,437,238,506
BN7,1419,2659,1693,704,925,675,547,329,653
BN8,1560,1617,1070,658,986,627,390,289,499
BN9,662,756,763,509,811,821,472,460,694
BR1,4997,8159,4695,3153,2517,2561,2070,1415,2266
BR2,4468,6908,3986,2829,1916,1554,1136,803,1160
BR3,4814,7509,4448,2726,1692,1574,1182,689,1211
BR4,1518,2344,1475,1068,780,558,470,299,336
BR5,3448,5353,3200,2792,2455,2148,1596,1240,1869
BR6,3862,6051,3217,2522,1625,1338,1055,681,984
BR7,1912,2422,1385,916,559,481,369,257,343
BR8,1450,1986,1473,1323,1427,949,839,746,978
BS0,10,12,19,7,17,22,15,16,29
BS1,1221,4621,2090,837,467,742,871,366,1143
BS10,1499,3505,1790,1489,1546,1874,1226,1230,2501
BS11,696,1213,889,801,869,953,705,1023,1814
BS12,4595,9198,5115,4772,3918,3016,3081,2463,4247
BS13,1258,2145,1717,1702,2284,1712,1483,1256,2240
BS14,1611,2264,1790,1969,2286,1636,1302,1109,1606
BS15,4753,7700,5621,5242,5675,4440,3217,2995,3976
BS16,5063,10503,5976,4663,4129,3786,3131,2431,3974
BS17,3601,5043,3632,3235,3257,2329,2175,1867,2550
BS18,4566,6628,3809,2702,3000,2222,1594,1361,2000
BS19,2687,4071,2328,1905,1547,1348,1138,798,1238
BS2,782,2895,1630,703,647,898,663,519,1171
BS20,2715,3854,2515,1636,1324,1204,1006,698,1234
BS21,1579,2289,1626,1125,1180,945,774,611,924
BS22,2213,2883,2450,2026,2229,2360,1681,1611,1976
BS23,1699,2306,1667,1337,1829,2258,1373,1600,2267
BS24,1797,2194,1610,1320,1437,1416,1022,1071,1185
BS25,347,506,284,174,212,174,108,87,127
BS26,395,441,267,154,223,151,95,103,144
BS27,514,629,383,298,389,292,204,208,283
BS28,345,303,187,119,193,113,84,60,109
BS3,2594,7868,4492,2080,1795,1570,1420,961,1894
BS31,116,286,140,85,57,54,46,32,49
BS32,150,406,182,148,91,75,90,54,107
BS34,385,1032,512,326,209,246,204,195,323
BS35,80,169,107,63,37,30,20,23,38
BS36,30,41,30,26,8,13,6,7,10
BS37,97,237,144,122,111,79,58,53,64
BS39,69,88,74,59,44,72,34,35,37
BS4,2404,5586,3545,2345,2623,2200,1880,1665,2832
BS49,12,33,21,9,17,13,7,0,8
BS5,2298,6217,4085,2195,2482,2469,1807,1885,3263
BS6,2431,8166,3602,1395,835,1046,971,336,1010
BS7,1977,6798,3093,1535,1326,1392,1405,779,1902
BS8,1845,5256,2329,817,460,555,656,173,704
BS9,2412,4718,1772,1045,628,713,545,344,670
CA1,1051,1584,1171,1035,1439,1411,1237,1840,1914
CA10,1233,1282,862,655,1607,679,547,740,983
CA11,1512,1561,1179,895,1879,1051,1022,1134,1442
CA12,637,472,320,191,604,384,280,146,484
CA13,1068,1899,986,500,1085,609,446,453,619
CA14,1446,2298,1869,1372,2322,1803,1459,1687,2046
CA15,634,930,711,572,1281,918,586,841,833
CA16,317,341,271,222,557,254,200,215,299
CA17,303,286,170,161,479,197,167,183,296
CA18,39,45,26,19,49,11,8,12,22
CA19,138,133,100,42,167,49,35,38,70
CA2,1650,2439,1880,1799,2376,2213,1879,2713,2710
CA20,146,282,191,94,187,94,41,104,113
CA21,78,96,73,30,62,25,17,29,35
CA22,323,618,498,310,540,378,255,394,523
CA23,77,146,117,80,120,99,43,98,107
CA24,27,70,53,37,53,41,24,40,52
CA25,218,396,355,198,325,243,161,306,353
CA26,110,198,172,110,188,165,107,144,195
CA27,96,222,129,52,80,36,23,39,33
CA28,1011,2199,1752,1029,1596,1237,942,1239,1600
CA3,834,1446,933,774,757,556,578,645,614
CA4,880,1203,605,449,808,360,340,368,410
CA5,1070,1467,881,787,1721,896,567,962,882
CA6,752,762,504,480,1150,466,374,534,623
CA7,381,599,357,298,662,397,277,434,404
CA8,279,356,236,213,355,250,171,198,248
CA9,141,119,89,54,199,105,79,70,104
CB1,4675,16099,5010,2633,2344,2752,2014,1291,3159
CB10,1744,2231,1483,829,822,708,463,358,611
CB11,1626,1932,1309,744,805,593,463,324,529
CB2,3298,9878,2822,1558,1286,1542,947,672,1426
CB23,2920,6336,2691,1697,1619,1449,933,725,1224
CB24,2826,5973,2666,1650,1616,1256,852,681,1149
CB25,1533,2741,1355,914,997,776,491,449,669
CB3,962,3550,876,378,240,316,198,106,282
CB4,2181,8191,2876,1429,1486,1799,1189,1070,2680
CB5,568,1714,609,304,377,467,402,244,631
CB6,3045,4590,2897,2026,2366,1905,1284,1342,1807
CB7,1834,2770,1884,1279,1658,1281,845,1086,1270
CB8,2581,3148,2429,1582,2050,2227,1113,1186,1754
CB9,1937,2428,2143,1546,2071,1836,1185,1524,1998
CF1,2496,6621,3820,2053,1575,2155,2383,1528,2797
CF10,225,863,450,206,91,100,180,56,120
CF11,483,1400,736,335,216,282,330,155,265
CF14,4431,11855,5223,3720,2522,2702,2543,1311,2194
CF15,1368,3101,1356,871,634,588,479,315,454
CF2,3225,9215,4734,3076,2111,3037,3415,1711,3706
CF23,789,1972,988,872,547,663,659,365,594
CF24,137,409,253,148,114,142,161,104,180
CF3,2038,3628,2237,2004,1985,2214,2032,1313,2044
CF31,2386,4564,3024,2103,2153,2204,1951,1533,2082
CF32,1482,2336,1633,1208,1768,1818,1210,1295,1695
CF33,699,992,799,641,951,925,685,655,810
CF34,575,1097,846,655,1064,1222,693,875,991
CF35,1333,2113,1287,877,963,777,616,600,781
CF36,896,1445,854,603,620,561,443,311,459
CF37,1514,2748,2038,1754,2090,2079,1729,1429,2052
CF38,1198,2271,1483,1176,1225,1005,856,639,851
CF39,1073,1875,1430,1180,1829,1808,1189,1466,1535
CF4,37,103,33,30,23,19,10,10,12
CF40,560,850,773,713,1113,1267,756,890,1009
CF41,348,614,520,463,673,720,384,433,509
CF42,399,716,520,479,786,789,424,504,548
CF43,251,496,400,358,613,725,375,545,584
CF44,1563,2796,1908,1546,2154,2155,1513,1629,2062
CF45,550,901,731,707,1111,1113,716,913,1054
CF46,646,1021,821,644,878,809,576,603,687
CF47,757,1412,1008,823,1121,1202,1025,1114,1447
CF48,979,1636,1220,985,1472,1436,1048,1092,1419
CF5,3156,6269,3734,2693,2499,2999,2472,1434,2767
CF6,5428,9315,6665,4647,4466,5186,3856,2514,3782
CF61,95,131,88,87,61,63,44,30,42
CF62,338,640,488,273,201,262,199,136,151
CF63,108,203,122,109,72,79,84,52,44
CF64,102,146,58,52,25,32,32,4,26
CF7,2108,3622,1959,1352,1406,1137,964,744,1053
CF72,252,567,323,189,122,112,114,96,81
CF8,2980,5202,4031,3562,3903,3702,2853,3093,3685
CF82,86,138,88,68,39,43,28,40,31
CF83,705,1288,863,673,664,565,552,473,557
CH1,2247,4053,2433,1521,1671,1889,1960,1239,2604
CH2,1981,3796,2180,1347,1353,1301,1165,907,1440
CH25,11,20,22,19,13,23,30,6,22
CH26,15,24,27,22,18,19,15,11,7
CH27,23,36,32,33,34,33,27,21,39
CH28,29,45,32,30,29,34,27,22,29
CH29,15,35,11,14,9,6,6,3,2
CH3,3169,4680,2472,1445,1483,1116,1046,785,1128
CH30,46,72,42,35,14,21,10,11,8
CH31,32,33,10,8,13,9,11,0,8
CH32,9,26,20,17,15,25,22,15,27
CH33,12,30,19,17,13,23,17,11,11
CH34,53,74,65,44,52,54,45,42,54
CH4,2334,3834,2190,1582,1579,1406,1369,1129,1606
CH41,641,1223,944,776,1001,1439,1008,896,1356
CH42,1226,2066,1587,1349,1407,1975,1326,1122,1836
CH43,1756,3035,1884,1520,1454,1640,1213,1137,1394
CH44,1048,1622,1418,1305,1280,1738,1329,1016,1520
CH45,1450,2709,2000,1531,1231,1343,1086,815,1045
CH46,908,1497,1244,1143,1246,1320,979,928,1089
CH47,788,1419,698,451,360,377,264,167,258
CH48,1177,2055,916,640,466,437,355,207,370
CH49,1425,2540,1724,1397,1296,1556,1098,904,1150
CH5,1988,2932,2254,1873,2356,1912,1774,2690,2814
CH6,734,1074,882,812,1084,1007,765,1320,1221
CH60,1111,1946,810,579,361,321,234,156,265
CH61,825,1611,1023,732,642,605,429,368,438
CH62,1519,2803,1913,1577,1532,1596,1258,1116,1335
CH63,1542,3154,1828,1427,1099,1127,900,725,788
CH64,1261,1888,1017,663,732,580,465,348,597
CH65,1268,1684,1502,1230,1480,1746,1581,1495,2081
CH66,1709,2726,2071,1678,1611,1605,1455,1454,1558
CH7,3057,4737,3099,2362,3037,2358,1661,1842,1997
CH8,900,1232,907,711,1239,960,659,929,979
CM0,1309,1195,1095,952,1202,718,557,583,722
CM1,5337,9345,5377,3910,3198,3020,2362,1834,3306
CM11,2034,2298,1725,1404,968,695,567,505,667
CM12,1620,2080,1499,1189,786,581,448,335,527
CM13,2422,3169,2174,1765,1154,908,672,615,826
CM14,1999,2922,1905,1270,912,749,553,415,641
CM15,2157,2346,1615,1337,1016,747,563,428,588
CM16,2386,2557,1893,1494,1233,758,578,520,677
CM17,2074,2469,1999,1750,1502,1182,954,1012,1118
CM18,1210,1544,1352,1329,1651,1474,1073,1350,1846
CM19,1220,1395,1154,1097,1319,1050,819,999,1397
CM2,4316,6921,4424,3229,2659,2246,1972,1405,2391
CM20,1290,2191,1278,1277,1436,1354,1054,1139,1821
CM21,909,1161,849,621,496,398,258,259,325
CM22,1957,1873,1463,1037,1062,788,591,523,688
CM23,3695,5126,3501,2115,1718,2020,1441,1076,1628
CM24,704,859,620,379,339,316,217,180,274
CM3,4752,5182,3867,3148,3222,1996,1703,1464,1957
CM4,919,837,649,489,384,265,195,134,205
CM5,883,745,615,624,654,351,250,265,324
CM6,2603,2473,2029,1502,1543,1089,803,693,930
CM7,4599,4997,4351,3426,4074,3300,2539,2396,3396
CM8,2171,2897,2512,1888,2017,1669,1397,1318,1744
CM9,2563,2728,2173,1816,2130,1247,1199,1025,1411
CO1,1260,2365,1584,935,1048,1468,961,831,1308
CO10,3353,3750,3041,2207,3409,2324,1825,1717,2322
CO11,1077,1178,990,708,816,649,440,379,505
CO12,1057,1093,1214,925,1217,1430,872,935,1218
CO13,732,702,555,499,682,586,396,266,387
CO14,243,260,230,186,296,311,177,136,228
CO15,1494,1618,1491,1422,2293,2682,1715,1449,2001
CO16,1195,1125,1026,936,1492,1299,803,791,968
CO2,2124,3146,3065,1688,1991,2397,1557,1265,1923
CO3,2172,3665,2304,1503,1500,1423,1044,726,1136
CO4,2947,5448,3252,2266,2336,2689,1973,1556,2431
CO5,2196,2410,1738,1386,1674,1105,898,782,1106
CO6,2331,2632,1913,1343,1535,1015,719,579,873
CO7,2461,3242,2122,1516,1989,1397,1013,831,1194
CO8,116,130,87,70,85,54,37,26,37
CO9,1820,1795,1653,1317,1976,1318,870,955,1200
CR0,9540,18577,11250,8563,7655,9052,7085,5450,8794
CR2,6945,10721,6242,4534,2987,2985,2278,1616,2266
CR3,6397,8177,5634,3910,3197,2829,1787,1446,1823
CR4,5324,9760,6235,5037,5723,6080,4936,4187,7022
CR5,136,190,135,82,55,75,35,39,42
CR6,44,20,20,8,20,10,7,0,12
CR7,145,314,190,173,136,182,127,92,200
CR8,76,148,110,58,44,38,32,24,37
CR9,19,18,14,13,14,22,19,17,20
CT1,1341,3578,1700,924,1040,1365,1218,724,1919
CT10,1611,2267,1573,1130,1282,1302,864,577,1020
CT11,1477,2050,1697,1139,1505,1722,1258,957,1462
CT12,878,1072,860,666,999,1089,750,679,896
CT13,662,842,562,399,524,403,234,263,374
CT14,1882,2445,2280,1356,1836,1937,1025,919,1329
CT15,987,1168,1139,724,827,737,435,421,515
CT16,909,1214,1510,966,1000,1368,981,939,1188
CT17,698,908,1147,793,857,1153,817,775,1019
CT18,1115,1366,1227,714,927,858,598,511,595
CT19,1365,2020,1817,1147,1568,1773,1384,953,1571
CT2,1591,3324,1663,1049,1116,1272,1226,681,1581
CT20,1304,1699,1730,871,893,1108,811,588,881
CT21,1056,1258,1016,614,774,699,506,332,474
CT3,1258,1810,1179,750,1108,921,544,534,815
CT4,1179,1588,894,543,735,457,330,263,370
CT5,2198,3115,2171,1291,1662,1267,973,679,1127
CT6,2186,2774,2189,1685,2229,2034,1455,1083,1597
CT7,668,870,643,502,576,550,379,272,364
CT8,432,587,521,334,434,521,271,237,312
CT9,2026,2703,2140,1352,2106,2571,1411,1365,2242
CV1,694,2170,1201,901,897,1411,1525,1319,3720
CV10,2834,4293,3303,2790,3111,2920,2133,2807,4235
CV11,2178,3624,2537,1972,1801,1687,1400,1636,2717
CV12,1404,2074,1730,1491,1770,1534,1346,1481,1998
CV13,1050,1049,709,513,596,365,287,264,447
CV2,2191,5302,3259,2951,2916,3508,2725,3103,5603
CV21,2471,4057,2636,2058,1868,1732,1676,2235,5058
CV22,2338,3918,2291,1609,1445,1310,1176,1292,2265
CV23,3142,4045,2392,1510,1761,1077,865,975,1656
CV3,3311,7597,4036,3034,2703,2814,2387,2313,4081
CV31,2192,4912,2433,1452,1614,1418,1279,1185,1933
CV32,2674,5348,2305,1094,1107,993,881,532,1006
CV33,1718,2668,1649,992,1185,864,571,518,871
CV34,2646,5412,2693,1496,1358,1265,1142,741,1280
CV35,2766,3225,1879,1163,1279,861,692,457,827
CV36,1122,1072,772,516,792,418,330,232,444
CV37,3780,4588,3024,1750,2034,1477,1537,837,1763
CV4,1569,3381,1778,1335,1195,1305,1065,958,1808
CV5,2642,5581,3307,2298,2097,1701,1430,1197,1863
CV6,3209,5919,4373,3606,3965,3946,3743,4657,7294
CV7,1671,2236,1282,1037,995,817,671,786,970
CV8,2310,4152,2004,1234,1081,905,711,431,817
CV9,1218,1341,1114,956,1118,831,719,1013,1434
CW1,2247,3442,2443,2086,2397,2446,1955,2666,3798
CW10,1362,1551,1210,883,895,734,686,631,938
CW11,2389,3245,2038,1268,1197,1021,992,720,1007
CW12,2735,3468,2365,1467,1856,1416,1045,1059,1323
CW2,2353,3354,2580,1926,1940,1942,1642,2378,3496
CW3,1002,1105,667,478,630,368,323,301,415
CW4,956,1220,703,411,296,256,249,148,267
CW5,2710,3477,2124,1312,1415,1074,961,749,1205
CW6,1474,1491,859,505,606,388,323,232,371
CW7,1757,2086,2010,1525,1741,1800,1489,1766,2164
CW8,3033,4220,2799,1766,1776,1535,1525,1144,1726
CW9,2569,3266,2215,1512,1599,1384,1410,1197,1845
DA1,3954,7054,4363,4007,3531,2965,2559,2507,3519
DA10,736,1268,766,634,654,493,431,499,605
DA11,2232,3149,2383,1983,2171,1974,1649,1981,2808
DA12,2511,3305,2692,2282,2508,2127,1699,2038,2905
DA13,1246,1346,1000,877,854,504,411,355,452
DA14,1697,2647,1840,1625,1138,968,730,611,771
DA15,2024,2964,2202,2330,1673,1074,845,754,927
DA16,2388,3826,2607,2699,2215,1593,1350,1129,1626
DA17,1139,1903,1419,1247,1081,1081,813,942,1244
DA18,163,452,239,210,223,423,238,241,421
DA2,1552,2247,1536,1404,1375,1018,847,780,975
DA3,1453,1614,1088,978,876,598,499,394,500
DA4,664,816,597,463,494,278,228,226,288
DA5,1646,2297,1554,1478,959,629,503,428,485
DA6,748,1158,805,713,572,394,396,264,407
DA7,2141,3298,2276,2354,1717,1204,1021,931,1108
DA8,1531,2901,1891,1775,1562,1716,1358,1220,1800
DA9,1108,1647,1202,934,779,523,480,500,620
DE1,920,2498,1395,859,901,1265,1186,981,2172
DE11,2810,3310,2745,2239,2841,2385,1896,2685,3007
DE12,1646,1807,1377,1020,1332,879,752,1012,1186
DE13,3514,4228,2764,2148,2290,1740,1458,1805,2438
DE14,1171,1770,1275,1256,1395,1185,1266,2408,3955
DE15,1309,1585,1161,957,1092,1052,808,1252,1701
DE2,4436,7246,5426,4453,5610,5344,4264,5147,7379
DE21,186,310,203,126,108,102,101,76,56
DE22,2471,5217,2911,1911,1987,2036,1601,1608,2639
DE23,2179,4856,2574,1919,1957,2442,2297,3370,4042
DE24,322,633,421,313,225,259,252,239,328
DE3,1103,2430,1247,864,763,732,494,484,551
DE4,3367,4099,2368,1862,2853,1698,1212,1321,1913
DE5,4632,6459,4633,3412,4780,3478,2698,3379,3862
DE55,1567,2015,1660,1483,1996,1506,1285,1813,2018
DE56,544,798,397,255,222,195,159,114,157
DE6,3599,4384,2502,1721,2648,1590,1129,1499,1839
DE65,457,818,523,337,239,239,146,200,202
DE7,7174,9837,7045,5428,7070,5082,4320,4762,5995
DE72,29,58,24,11,17,8,10,9,13
DE73,342,632,325,218,180,184,175,154,180
DE74,83,96,86,36,33,23,12,13,21
DE75,23,38,38,23,19,11,18,13,12
DH1,2380,6510,2814,1788,1459,1428,1472,989,1902
